CN,PLT_CN,INVYR,STATECD,COUNTYCD,PLOT,SUBP,TRANSECT,CWDID,MEASYEAR,CONDID,SLOPDIST,HORIZ_DIST,SPCD,DECAYCD,TRANSDIA,SMALLDIA,LARGEDIA,LENGTH,HOLLOWCD,CWDHSTCD,VOLCF,DRYBIO,CARBON,COVER_PCT,LPA_UNADJ,LPA_PLOT,LPA_COND,LPA_UNADJ_RGN,LPA_PLOT_RGN,LPA_COND_RGN,COVER_PCT_RGN,CHARRED_CD,ORNTCD_PNWRS,CREATED_DATE,MODIFIED_DATE,CWD_SAMPLE_METHOD,HOLLOW_DIA,HORIZ_DIST_CD,INCLINATION,LARGE_END_DIA_CLASS,LENGTH_CD,VOLCF_AC_UNADJ,VOLCF_AC_PLOT,VOLCF_AC_COND,DRYBIO_AC_UNADJ,DRYBIO_AC_PLOT,DRYBIO_AC_COND,CARBON_AC_UNADJ,CARBON_AC_PLOT,CARBON_AC_COND
71356561010538,76872593010538,2006,42,105,1110,3,270,4.0,2006,1,15.1,14.463176906839,316.0,1,6,3,11,30,N,5,10.635625,313.16265981,153.76286596671,0.36622701838529176,7.91945,7.91945,9.115913669064748,,,,,,,2008-04-04 09:07:41,2025-05-19 09:00:59,1,,,,,,84.22830040625,84.22830040625,96.95343931654676,2480.0760262323047,2480.0760262323047,2854.7637712026526,1217.7173288800616,1217.7173288800616,1401.6890116605025
71356345010538,76873198010538,2006,42,105,1455,1,30,1.0,2006,1,22.7,21.425584689509,409.0,1,3,3,12,60,N,1,25.034625,999.782784,490.893346944,0.34088541666666666,3.959725,3.959725,3.959725,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,99.130230478125,99.130230478125,99.130230478125,3958.8648843744,3958.8648843744,3958.8648843744,1943.8026582278303,1943.8026582278303,1943.8026582278303
71356356010538,76873198010538,2006,42,105,1455,2,30,1.0,2006,1,11.9,11.231914440756,998.0,3,3,3,3,7,N,1,0.3436125,5.01729228,2.46349050948,0.13635416666666667,33.9405,33.9405,33.9405,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,11.66238005625,11.66238005625,11.66238005625,170.28940862934,170.28940862934,170.28940862934,83.61209963700594,83.61209963700594,83.61209963700594
71356376010538,76873198010538,2006,42,105,1455,4,30,1.0,2006,1,10.3,9.992467751497,541.0,3,4,4,5,21,N,1,2.34801875,36.262801575,17.805035573325,0.20453125,11.3135,11.3135,11.3135,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,26.564310128125,26.564310128125,26.564310128125,410.2592056187625,410.2592056187625,410.2592056187625,201.43726995881238,201.43726995881238,201.43726995881238
71356377010538,76873198010538,2006,42,105,1455,4,30,2.0,2006,1,12.1,11.738724251759,998.0,3,4,4,4,8,N,1,0.6981333333333334,10.19386368,5.00518706688,0.18180555555555555,29.6979375,29.6979375,29.6979375,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,20.7331201,20.7331201,20.7331201,302.73672645216,302.73672645216,302.73672645216,148.64373268801057,148.64373268801057,148.64373268801057
71356348010538,76873198010538,2006,42,105,1455,1,150,1.0,2006,1,15.3,14.843180252224,541.0,1,7,3,10,55,N,1,16.348864583333334,561.0930325,275.4966789575,0.2954340277777778,4.3197,4.3197,4.3197,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,70.622190340625,70.622190340625,70.622190340625,2423.75357249025,2423.75357249025,2423.75357249025,1190.0630040927128,1190.0630040927128,1190.0630040927128
71356359010538,76873198010538,2006,42,105,1455,2,150,1.0,2006,1,24.7,23.313301402241,318.0,3,7,6,8,23,N,1,6.272291666666667,155.6170616,76.4079772456,0.3181597222222222,10.329717391304348,10.329717391304348,10.329717391304348,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,64.7910003125,64.7910003125,64.7910003125,1607.4802675932,1607.4802675932,1607.4802675932,789.2728113882612,789.2728113882612,789.2728113882612
71356380010538,76873198010538,2006,42,105,1455,4,150,1.0,2006,1,5.2,5.099019513593,998.0,3,3,3,4,22,N,1,1.4998958333333334,21.900879,10.753331589,0.1590798611111111,10.79925,10.79925,10.79925,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,16.197750078125,16.197750078125,16.197750078125,236.51306754075,236.51306754075,236.51306754075,116.12791616250826,116.12791616250826,116.12791616250826
71356381010538,76873198010538,2006,42,105,1455,4,150,2.0,2006,1,12.8,12.551432648844,541.0,3,4,3,4,7,N,1,0.47723958333333333,7.370488125,3.618909669375,0.1590798611111111,33.9405,33.9405,33.9405,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,16.197750078125,16.197750078125,16.197750078125,250.1580522065625,250.1580522065625,250.1580522065625,122.82760363342219,122.82760363342219,122.82760363342219
71356352010538,76873198010538,2006,42,105,1455,1,270,1.0,2006,1,7.5,7.5,541.0,3,7,3,9,33,N,1,8.0994375,125.08771275,61.41806696025,0.27270833333333333,7.1995,7.1995,7.1995,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,58.31190028125,58.31190028125,58.31190028125,900.568987943625,900.568987943625,900.568987943625,442.17937308031986,442.17937308031986,442.17937308031986
71356363010538,76873198010538,2006,42,105,1455,2,270,1.0,2006,1,17.3,17.3,316.0,3,6,3,8,45,N,1,8.95846875,159.6919439115,78.4087444605465,0.2499826388888889,5.279633333333333,5.279633333333333,5.279633333333333,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,47.297430228125,47.297430228125,47.297430228125,843.1149101399525,843.1149101399525,843.1149101399525,413.9694208787167,413.9694208787167,413.9694208787167
71356372010538,76873198010538,2006,42,105,1455,3,270,1.0,2006,1,13.2,13.2,531.0,3,7,5,9,35,N,1,10.117479166666667,169.348146968,83.149940161288,0.3181597222222222,6.7881,6.7881,6.7881,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,68.67846033125,68.67846033125,68.67846033125,1149.5521564334808,1149.5521564334808,1149.5521564334808,564.4301088088391,564.4301088088391,564.4301088088391
71356310010538,76918264010538,2006,42,117,1078,2,30,1.0,2006,1,9.9,9.850868183079,531.0,2,7,4,9,50,N,1,13.226354166666667,283.77957608,139.33577185528,0.2954340277777778,4.75167,4.75167,4.75167,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,62.847270303125,62.847270303125,62.847270303125,1348.4268982720537,1348.4268982720537,1348.4268982720537,662.0776070515783,662.0776070515783,662.0776070515783
71356335010538,76918264010538,2006,42,117,1078,4,30,2.0,2006,1,23.5,23.5,762.0,1,8,6,8,11,N,4,2.999791666666667,87.97789,43.19714399,0.3181597222222222,21.5985,21.5985,21.5985,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,64.7910003125,64.7910003125,64.7910003125,1900.190457165,1900.190457165,1900.190457165,932.993514468015,932.993514468015,932.993514468015
71356298010538,76918264010538,2006,42,117,1078,1,150,1.0,2006,1,17.7,17.612158266717,316.0,1,7,3,8,36,N,1,7.166775,211.0234538412,103.6125158360292,0.2499826388888889,6.599541666666667,6.599541666666667,6.599541666666667,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,47.297430228125,47.297430228125,47.297430228125,1392.6580762689096,1392.6580762689096,1392.6580762689096,683.7951154480345,683.7951154480345,683.7951154480345
71356299010538,76918264010538,2006,42,117,1078,1,150,2.0,2006,1,20.3,20.199254961263,316.0,3,4,3,8,51,N,1,10.15293125,180.9842030997,88.8632437219527,0.2499826388888889,4.6585,4.6585,4.6585,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,47.297430228125,47.297430228125,47.297430228125,843.1149101399525,843.1149101399525,843.1149101399525,413.9694208787167,413.9694208787167,413.9694208787167
71356300010538,76918264010538,2006,42,117,1078,1,150,3.0,2006,1,23.2,23.084862812872,316.0,3,6,4,7,40,N,1,7.090416666666667,126.39240614,62.05867141474,0.2499826388888889,5.9395875,5.9395875,5.9395875,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,42.114150203125,42.114150203125,42.114150203125,750.7187556040673,750.7187556040673,750.7187556040673,368.602909001597,368.602909001597,368.602909001597
71356301010538,76918264010538,2006,42,117,1078,1,150,4.0,2006,1,23.4,23.283870250914,316.0,2,6,3,7,42,N,1,6.643175,145.4351506608,71.4086589744528,0.22725694444444444,5.65675,5.65675,5.65675,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,37.57878018125,37.57878018125,37.57878018125,822.6902885004804,822.6902885004804,822.6902885004804,403.9409316537359,403.9409316537359,403.9409316537359
71356313010538,76918264010538,2006,42,117,1078,2,150,1.0,2006,1,5.4,5.373200827134,316.0,3,4,3,5,23,N,1,2.1325791666666665,38.0149467698,18.6653388639718,0.18180555555555555,10.329717391304348,10.329717391304348,10.329717391304348,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,22.02894010625,22.02894010625,22.02894010625,392.6836567775121,392.6836567775121,392.6836567775121,192.80767547775844,192.80767547775844,192.80767547775844
71356314010538,76918264010538,2006,42,117,1078,2,150,2.0,2006,1,7.9,7.860793802659,316.0,3,5,5,7,22,N,1,4.439691666666667,79.1410912292,38.8582757935372,0.27270833333333333,10.79925,10.79925,10.79925,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,47.94534023125,47.94534023125,47.94534023125,854.6644294569381,854.6644294569381,854.6644294569381,419.6402348633566,419.6402348633566,419.6402348633566
71356305010538,76918264010538,2006,42,117,1078,1,270,1.0,2006,1,22.5,22.5,998.0,4,5,3,6,27,N,1,3.31340625,45.15563052,22.17141458532,0.20453125,8.799388888888888,8.799388888888888,8.799388888888888,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,29.155950140625,29.155950140625,29.155950140625,397.34195346846,397.34195346846,397.34195346846,195.09489915301387,195.09489915301387,195.09489915301387
71356306010538,76918264010538,2006,42,117,1078,1,270,2.0,2006,1,1.2,1.2,998.0,3,4,3,6,13,N,1,1.59534375,23.2945713,11.4376345083,0.20453125,18.275653846153848,18.275653846153848,18.275653846153848,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,29.155950140625,29.155950140625,29.155950140625,425.72352157335,425.72352157335,425.72352157335,209.03024909251485,209.03024909251485,209.03024909251485
71356321010538,76918264010538,2006,42,117,1078,2,270,1.0,2006,1,9.2,9.154342149932,998.0,3,9,3,12,47,N,1,19.61045625,286.34403798,140.59492264818,0.34088541666666666,5.054968085106383,5.054968085106383,5.054968085106383,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,99.130230478125,99.130230478125,99.130230478125,1447.45997334939,1447.45997334939,1447.45997334939,710.7028469145505,710.7028469145505,710.7028469145505
71355229010538,76869891010538,2006,42,95,1273,4,270,2.0,2006,1,8.8,8.8,762.0,2,4,3,5,22,N,1,2.0398583333333336,46.663472856,22.911765172296,0.18180555555555555,10.79925,10.79925,10.79925,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,22.02894010625,22.02894010625,22.02894010625,503.930509240158,503.930509240158,503.930509240158,247.42988003691758,247.42988003691758,247.42988003691758
71356334010538,76918264010538,2006,42,117,1078,4,30,1.0,2006,1,10.1,10.1,318.0,1,6,3,6,17,N,5,2.08621875,72.900828,35.794306548,0.20453125,13.9755,13.9755,13.9755,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,29.155950140625,29.155950140625,29.155950140625,1018.825521714,1018.825521714,1018.825521714,500.243331161574,500.243331161574,500.243331161574
71356315010538,76918264010538,2006,42,117,1078,2,150,3.0,2006,1,8.8,8.756327273848,998.0,3,12,3,12,47,N,1,19.61045625,286.34403798,140.59492264818,0.34088541666666666,5.054968085106383,5.054968085106383,5.054968085106383,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,99.130230478125,99.130230478125,99.130230478125,1447.45997334939,1447.45997334939,1447.45997334939,710.7028469145505,710.7028469145505,710.7028469145505
71356316010538,76918264010538,2006,42,117,1078,2,150,4.0,2006,1,12.6,12.537468596646,316.0,3,6,3,7,48,N,1,7.5922,135.3370994976,66.4505158533216,0.22725694444444444,4.94965625,4.94965625,4.94965625,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,37.57878018125,37.57878018125,37.57878018125,669.8721203851677,669.8721203851677,669.8721203851677,328.9072111091173,328.9072111091173,328.9072111091173
71356317010538,76918264010538,2006,42,117,1078,2,150,5.0,2006,1,12.7,12.636972315667,998.0,4,9,3,9,11,N,1,2.6998125,36.79347672,18.06559706952,0.27270833333333333,21.5985,21.5985,21.5985,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,58.31190028125,58.31190028125,58.31190028125,794.68390693692,794.68390693692,794.68390693692,390.18979830602774,390.18979830602774,390.18979830602774
71356322010538,76918264010538,2006,42,117,1078,2,270,2.0,2006,1,11.2,11.144416530352,316.0,2,3,3,4,18,N,1,1.2271875,26.86609926,13.19125473666,0.1590798611111111,13.199083333333334,13.199083333333334,13.199083333333334,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,16.197750078125,16.197750078125,16.197750078125,354.607882974345,354.607882974345,354.607882974345,174.1124705404034,174.1124705404034,174.1124705404034
71356641010538,76883725010538,2006,42,121,524,1,150,1.0,2006,1,3.0,3.0,800.0,3,6,3,8,18,N,2,3.5833875,59.36669739,29.14904841849,0.2499826388888889,13.199083333333334,13.199083333333334,13.199083333333334,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,47.297430228125,47.297430228125,47.297430228125,783.5859860753925,783.5859860753925,783.5859860753925,384.74071916301773,384.74071916301773,384.74071916301773
71356636010538,76883725010538,2006,42,121,524,1,30,1.0,2006,1,3.0,2.98511157063,800.0,3,7,5,6,37,N,2,6.155027083333334,101.971564695,50.068038265245,0.2499826388888889,6.421175675675675,6.421175675675675,6.421175675675675,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,39.522510190625,39.522510190625,39.522510190625,654.7773308301225,654.7773308301225,654.7773308301225,321.49566943759015,321.49566943759015,321.49566943759015
71356637010538,76883725010538,2006,42,121,524,1,30,2.0,2006,1,8.0,7.96029752168,800.0,3,8,7,9,5,N,2,1.7726041666666668,29.36708775,14.41924008525,0.3636111111111111,47.5167,47.5167,47.5167,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,84.22830040625,84.22830040625,84.22830040625,1395.427098490425,1395.427098490425,1395.427098490425,685.1547053587987,685.1547053587987,685.1547053587987
71356638010538,76883725010538,2006,42,121,524,1,30,3.0,2006,1,9.0,8.95533471189,800.0,3,6,3,7,18,N,2,2.847075,47.16806094,23.15951792154,0.22725694444444444,13.199083333333334,13.199083333333334,13.199083333333334,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,37.57878018125,37.57878018125,37.57878018125,622.575167018805,622.575167018805,622.575167018805,305.68440700623324,305.68440700623324,305.68440700623324
71356651010538,76883725010538,2006,42,121,524,2,150,1.0,2006,1,0.3,0.3,802.0,1,3,3,9,25,N,2,6.1359375,223.5268035,109.7516605185,0.27270833333333333,9.50334,9.50334,9.50334,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,58.31190028125,58.31190028125,58.31190028125,2124.25121277369,2124.25121277369,2124.25121277369,1043.0073454718818,1043.0073454718818,1043.0073454718818
71356669010538,76883725010538,2006,42,121,524,4,150,1.0,2006,1,21.9,21.9,998.0,4,6,3,7,10,N,5,1.5817083333333333,21.55577424,10.58388515184,0.22725694444444444,23.75835,23.75835,23.75835,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,37.57878018125,37.57878018125,37.57878018125,512.129628914904,512.129628914904,512.129628914904,251.45564779721786,251.45564779721786,251.45564779721786
71356655010538,76883725010538,2006,42,121,524,2,270,1.0,2006,1,1.4,1.384510894016,802.0,1,3,3,9,25,N,2,6.1359375,223.5268035,109.7516605185,0.27270833333333333,9.50334,9.50334,9.50334,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,58.31190028125,58.31190028125,58.31190028125,2124.25121277369,2124.25121277369,2124.25121277369,1043.0073454718818,1043.0073454718818,1043.0073454718818
71356673010538,76883725010538,2006,42,121,524,4,270,1.0,2006,1,6.7,6.625873564218,800.0,3,3,3,6,12,N,1,1.472625,24.3972729,11.9790609939,0.20453125,19.798625,19.798625,19.798625,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,29.155950140625,29.155950140625,29.155950140625,483.0324571697625,483.0324571697625,483.0324571697625,237.1689364703534,237.1689364703534,237.1689364703534
71356698010538,76883919010538,2006,42,123,492,3,150,1.0,2006,1,12.5,12.5,746.0,3,3,3,4,11,N,1,0.7499479166666667,7.370488125,3.618909669375,0.2228009156263709,21.5985,21.5985,30.2499986016147,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,16.197750078125,16.197750078125,22.685923430450526,159.1914877678125,159.1914877678125,222.95725547446776,78.16302049399594,78.16302049399594,109.47201243796367
71356707010538,76883919010538,2006,42,123,492,4,150,1.0,2006,1,2.1,2.1,746.0,2,5,3,8,39,N,1,7.76400625,132.26139927,64.94034704157,0.3501157245557257,6.091884615384616,6.091884615384616,8.532050887634915,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,47.297430228125,47.297430228125,66.24289641691553,805.721183422155,805.721183422155,1128.4609890414395,395.6091010602781,395.6091010602781,554.0743456193468
71356684010538,76883919010538,2006,42,123,492,1,270,1.0,2006,1,12.8,12.8,316.0,2,3,3,4,12,N,1,0.818125,17.91073284,8.79416982444,0.2228009156263709,19.798625,19.798625,27.729165384813474,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,16.197750078125,16.197750078125,22.685923430450526,354.607882974345,354.607882974345,496.64967308356995,174.1124705404034,174.1124705404034,243.85498948403284
71356711010538,76883919010538,2006,42,123,492,4,270,1.0,2006,1,8.2,8.2,746.0,2,6,3,8,39,N,1,7.76400625,132.26139927,64.94034704157,0.3501157245557257,6.091884615384616,6.091884615384616,8.532050887634915,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,47.297430228125,47.297430228125,66.24289641691553,805.721183422155,805.721183422155,1128.4609890414395,395.6091010602781,395.6091010602781,554.0743456193468
71356167010538,76886554010538,2006,42,127,826,4,30,1.0,2006,1,13.5,13.5,318.0,3,4,3,12,50,N,2,20.8621875,517.5958788,254.1395764908,0.34088541666666666,4.75167,4.75167,4.75167,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,99.130230478125,99.130230478125,99.130230478125,2459.444809417596,2459.444809417596,2459.444809417596,1207.5874014240396,1207.5874014240396,1207.5874014240396
71356152010538,76886554010538,2006,42,127,826,2,150,1.0,2006,1,10.0,10.0,999.0,4,11,9,11,5,N,1,2.754354166666667,37.53677928,18.99361031568,0.4545138888888889,47.5167,47.5167,47.5167,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,130.87782063125,130.87782063125,130.87782063125,1783.623880013976,1783.623880013976,1783.623880013976,902.5136832870719,902.5136832870719,902.5136832870719
71356146010538,76886554010538,2006,42,127,826,1,270,1.0,2006,1,17.6,17.6,998.0,3,6,3,6,9,Y,1,1.10446875,16.1270109,7.9183623519,0.20453125,26.39816666666667,26.39816666666667,26.39816666666667,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,29.155950140625,29.155950140625,29.155950140625,425.72352157335,425.72352157335,425.72352157335,209.03024909251485,209.03024909251485,209.03024909251485
71356173010538,76886554010538,2006,42,127,826,4,270,1.0,2006,1,4.5,4.5,372.0,2,4,3,7,27,N,2,4.2706125,111.9242124,54.9547882884,0.22725694444444444,8.799388888888888,8.799388888888888,8.799388888888888,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,37.57878018125,37.57878018125,37.57878018125,984.8646709902,984.8646709902,984.8646709902,483.5685534561882,483.5685534561882,483.5685534561882
71356174010538,76886554010538,2006,42,127,826,4,270,2.0,2006,1,21.7,21.7,372.0,3,3,3,3,6,N,1,0.294525,5.204751552,2.555533012032,0.13635416666666667,39.59725,39.59725,39.59725,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,11.66238005625,11.66238005625,11.66238005625,206.093848392432,206.093848392432,206.093848392432,101.1920795606841,101.1920795606841,101.1920795606841
71355706010538,76888611010538,2006,42,129,33,1,30,1.0,2006,1,2.8,2.769021788031,998.0,4,6,3,8,23,N,1,4.578772916666667,62.400249912,30.638522706792,0.2499826388888889,10.329717391304348,10.329717391304348,10.329717391304348,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,47.297430228125,47.297430228125,47.297430228125,644.576946737724,644.576946737724,644.576946737724,316.4872808482225,316.4872808482225,316.4872808482225
71355712010538,76888611010538,2006,42,129,33,1,270,1.0,2006,1,6.8,6.724767199504,998.0,3,7,3,8,52,N,1,10.352008333333334,151.15588488,74.21753947608,0.2499826388888889,4.568913461538462,4.568913461538462,4.568913461538462,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,47.297430228125,47.297430228125,47.297430228125,690.61815721899,690.61815721899,690.61815721899,339.0935151945241,339.0935151945241,339.0935151945241
71355729010538,76888611010538,2006,42,129,33,3,270,1.0,2006,1,23.6,23.141703946306,998.0,4,3,3,5,5,N,1,0.46360416666666665,6.31807176,3.10217323416,0.18180555555555555,47.5167,47.5167,47.5167,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,22.02894010625,22.02894010625,22.02894010625,300.213920398392,300.213920398392,300.213920398392,147.40503491561049,147.40503491561049,147.40503491561049
71355730010538,76888611010538,2006,42,129,33,3,270,2.0,2006,1,24.3,23.828110419289,998.0,3,5,4,5,6,N,1,0.6708625,9.79566588,4.80967194708,0.20453125,39.59725,39.59725,39.59725,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,26.564310128125,26.564310128125,26.564310128125,387.88143076683,387.88143076683,387.88143076683,190.44978250651354,190.44978250651354,190.44978250651354
71355631010538,76888769010538,2006,42,129,1739,1,30,1.0,2006,1,8.0,7.96029752168,901.0,3,6,3,6,30,N,1,3.6815625,88.39531701,43.40210065191,0.20453125,7.91945,7.91945,7.91945,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,29.155950140625,29.155950140625,29.155950140625,700.0422932948445,700.0422932948445,700.0422932948445,343.72076600776865,343.72076600776865,343.72076600776865
71355632010538,76888769010538,2006,42,129,1739,1,30,2.0,2006,1,9.6,9.552357026016,800.0,3,7,3,6,38,N,1,4.6633125,77.25803085,37.93369314735,0.20453125,6.252197368421053,6.252197368421053,6.252197368421053,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,29.155950140625,29.155950140625,29.155950140625,483.0324571697625,483.0324571697625,483.0324571697625,237.1689364703534,237.1689364703534,237.1689364703534
71355648010538,76888769010538,2006,42,129,1739,2,30,1.0,2006,1,15.5,15.328513469459,998.0,3,4,4,8,31,N,1,6.763166666666667,98.7530544,48.4877497104,0.27270833333333333,7.663983870967742,7.663983870967742,7.663983870967742,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,51.83280025,51.83280025,51.83280025,756.8418161304,756.8418161304,756.8418161304,371.6093317200264,371.6093317200264,371.6093317200264
71355658010538,76888769010538,2006,42,129,1739,3,30,1.0,2006,1,4.7,4.501783540539,800.0,3,18,11,18,35,N,1,42.474322916666665,703.680602625,345.507175888875,0.6590451388888889,6.7881,6.7881,6.7881,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,288.319951390625,288.319951390625,288.319951390625,4776.654298678763,4776.654298678763,4776.654298678763,2345.3372606512726,2345.3372606512726,2345.3372606512726
71355659010538,76888769010538,2006,42,129,1739,3,30,2.0,2006,1,13.3,12.739089593441,901.0,3,4,3,5,33,N,1,3.0597875,73.4663301372,36.0719680973652,0.18180555555555555,7.1995,7.1995,7.1995,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,22.02894010625,22.02894010625,22.02894010625,528.9208438227714,528.9208438227714,528.9208438227714,259.7001343169808,259.7001343169808,259.7001343169808
71355675010538,76888769010538,2006,42,129,1739,4,30,1.0,2006,1,7.7,7.55047120282,800.0,3,9,4,18,62,N,1,57.486916666666666,952.3972458,467.6270476878,0.4999652777777778,3.831991935483871,3.831991935483871,3.831991935483871,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,220.2894010625,220.2894010625,220.2894010625,3649.57856528265,3649.57856528265,3649.57856528265,1791.9430755537812,1791.9430755537812,1791.9430755537812
71355676010538,76888769010538,2006,42,129,1739,4,30,2.0,2006,1,15.0,14.708710135364,901.0,3,3,3,3,3,N,1,0.1472625,3.5358126804,1.7360840260764,0.13635416666666667,79.1945,79.1945,79.1945,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,11.66238005625,11.66238005625,11.66238005625,280.0169173179378,280.0169173179378,280.0169173179378,137.48830640310746,137.48830640310746,137.48830640310746
71355677010538,76888769010538,2006,42,129,1739,4,30,3.0,2006,1,22.3,21.866949067908,800.0,3,13,5,13,29,N,1,15.342570833333333,254.18343951,124.80406879941,0.4090625,8.19253448275862,8.19253448275862,8.19253448275862,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,125.69454060625,125.69454060625,125.69454060625,2082.406593131865,2082.406593131865,2082.406593131865,1022.4616372277458,1022.4616372277458,1022.4616372277458
71355678010538,76888769010538,2006,42,129,1739,4,30,4.0,2006,1,24.4,23.926168486858,800.0,3,12,6,14,33,N,1,20.87855,345.89911356,169.83646475796,0.4545138888888889,7.1995,7.1995,7.1995,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,150.315120725,150.315120725,150.315120725,2490.30066807522,2490.30066807522,2490.30066807522,1222.737628024933,1222.737628024933,1222.737628024933
71355635010538,76888769010538,2006,42,129,1739,1,150,1.0,2006,1,6.5,6.428086293644,800.0,3,7,7,10,20,N,1,8.126708333333333,134.6368023,66.1066699293,0.38633680555555555,11.879175,11.879175,11.879175,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,96.538590465625,96.538590465625,96.538590465625,1599.3741359621024,1599.3741359621024,1599.3741359621024,785.2927007573924,785.2927007573924,785.2927007573924
71355636010538,76888769010538,2006,42,129,1739,1,150,2.0,2006,1,10.6,10.482725340404,998.0,4,9,6,14,45,N,1,28.47075,388.00393632,190.50993273312,0.4545138888888889,5.279633333333333,5.279633333333333,5.279633333333333,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,150.315120725,150.315120725,150.315120725,2048.518515659616,2048.518515659616,2048.518515659616,1005.8225911888715,1005.8225911888715,1005.8225911888715
71355651010538,76888769010538,2006,42,129,1739,2,150,1.0,2006,1,18.9,18.806202894969,372.0,4,7,7,7,9,N,1,2.4052875,27.826674876,13.662897364116,0.3181597222222222,26.39816666666667,26.39816666666667,26.39816666666667,,,,,,,2008-04-04 09:07:41,2025-05-19 09:01:00,1,,,,,,63.49518030625,63.49518030625,63.49518030625,734.573201155794,734.573201155794,734.573201155794,360.6754417674949,360.6754417674949,360.6754417674949
