year,latitude,longitude,estimated_woodchuck_population,VOLCF_AC_UNADJ,wood_chucked_per_woodchuck_lbs,total_wood_chucked_lbs
2112,41.2,-79.4,462.513295178282,1924.2837095625,23.955458963151084,11079.71826255512
2113,41.2,-79.4,462.513295178282,1924.2837095625,23.955458963151084,11079.71826255512
2114,41.2,-79.4,462.513295178282,1924.2837095625,23.955458963151084,11079.71826255512
2115,41.2,-79.4,462.513295178282,1924.2837095625,23.955458963151084,11079.71826255512
2116,41.2,-79.4,462.513295178282,1924.2837095625,23.955458963151084,11079.71826255512
2117,41.2,-79.4,462.513295178282,1924.2837095625,23.955458963151084,11079.71826255512
2118,41.2,-79.4,462.513295178282,1924.2837095625,23.955458963151084,11079.71826255512
2018,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2019,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2020,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2021,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2022,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2023,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2024,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2025,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2026,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2027,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2028,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2029,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2030,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2031,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2032,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2033,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2034,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2035,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2036,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2037,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2038,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2039,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2040,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2041,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2042,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2043,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2044,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2045,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2046,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2047,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2048,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2049,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2050,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2051,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2052,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2053,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2054,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2055,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2056,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2057,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2058,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2059,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2060,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2061,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2062,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2063,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2064,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2065,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2066,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2067,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2068,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2069,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2070,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2071,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2072,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2073,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2074,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2075,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2076,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2077,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2078,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2079,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2080,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2081,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2082,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2083,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2084,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2085,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2086,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2087,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2088,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2089,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2090,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2091,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2092,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2093,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2094,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2095,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2096,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2097,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2098,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2099,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2100,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2101,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2102,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2103,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2104,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2105,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2106,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2107,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2108,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2109,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2110,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2111,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2112,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2113,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2114,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2115,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2116,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2117,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2118,41.2,-80.1,505.36969205834686,874.6744134375,10.76896779077434,5442.309936209884
2018,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2019,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2020,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2021,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2022,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2023,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2024,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2025,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2026,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2027,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2028,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2029,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2030,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2031,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2032,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2033,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2034,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2035,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2036,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2037,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2038,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2039,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2040,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2041,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2042,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2043,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2044,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2045,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2046,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2047,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2048,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2049,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2050,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2051,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2052,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2053,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2054,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2055,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2056,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2057,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2058,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2059,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2060,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2061,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2062,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2063,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2064,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2065,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2066,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2067,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2068,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2069,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2070,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2071,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2072,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2073,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2074,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2075,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2076,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2077,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2078,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2079,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2080,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2081,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2082,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2083,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2084,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2085,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2086,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2087,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2088,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2089,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2090,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2091,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2092,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2093,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2094,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2095,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2096,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2097,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2098,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2099,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2100,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2101,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2102,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2103,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2104,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2105,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2106,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2107,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2108,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2109,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2110,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2111,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2112,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2113,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2114,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2115,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2116,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2117,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2118,40.0,-75.7,3553.7919570502436,248.7962776,2.905911943542282,10327.006492856804
2018,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2019,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2020,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2021,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2022,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2023,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2024,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2025,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2026,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2027,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2028,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2029,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2030,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2031,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2032,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2033,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2034,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2035,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2036,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2037,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2038,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2039,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2040,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2041,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2042,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2043,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2044,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2045,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2046,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2047,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2048,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2049,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2050,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2051,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2052,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2053,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2054,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2055,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2056,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2057,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2058,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2059,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2060,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2061,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2062,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2063,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2064,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2065,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2066,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2067,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2068,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2069,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2070,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2071,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2072,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2073,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2074,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2075,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2076,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2077,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2078,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2079,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2080,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2081,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2082,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2083,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2084,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2085,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2086,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2087,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2088,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2089,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2090,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2091,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2092,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2093,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2094,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2095,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2096,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2097,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2098,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2099,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2100,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2101,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2102,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2103,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2104,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2105,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2106,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2107,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2108,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2109,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2110,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2111,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2112,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2113,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2114,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2115,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2116,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2117,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2118,40.0,-78.2,52.60992706645057,1424.74743344375,17.679665942223632,930.1259357795954
2018,40.8,-80.2,74.84147082658022,746.3888328,9.15728553637274,685.3447183211055
2019,40.8,-80.2,74.84147082658022,746.3888328,9.15728553637274,685.3447183211055
2020,40.8,-80.2,74.84147082658022,746.3888328,9.15728553637274,685.3447183211055
2021,40.8,-80.2,74.84147082658022,746.3888328,9.15728553637274,685.3447183211055
2022,40.8,-80.2,74.84147082658022,746.3888328,9.15728553637274,685.3447183211055
2023,40.8,-80.2,74.84147082658022,746.3888328,9.15728553637274,685.3447183211055
2024,40.8,-80.2,74.84147082658022,746.3888328,9.15728553637274,685.3447183211055
2025,40.8,-80.2,74.84147082658022,746.3888328,9.15728553637274,685.3447183211055
2026,40.8,-80.2,74.84147082658022,746.3888328,9.15728553637274,685.3447183211055
2027,40.8,-80.2,74.84147082658022,746.3888328,9.15728553637274,685.3447183211055
2028,40.8,-80.2,74.84147082658022,746.3888328,9.15728553637274,685.3447183211055
